@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,7-16'

@attribute Topic numeric
@attribute Stratification2 numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
29,5,5,'Overall Health'
2,6,15,'Overall Health'
18,6,47,'Cognitive Decline'
25,6,34,Caregiving
20,1,31,'Overall Health'
19,5,16,'Overall Health'
29,1,49,'Overall Health'
33,3,15,'Nutrition/Physical Activity/Obesity'
31,4,35,'Cognitive Decline'
37,5,21,'Screenings and Vaccines'
12,6,5,'Smoking and Alcohol Use'
10,4,47,'Screenings and Vaccines'
1,4,25,'Mental Health'
17,7,27,'Cognitive Decline'
2,1,30,'Overall Health'
11,1,5,'Nutrition/Physical Activity/Obesity'
18,6,35,'Cognitive Decline'
11,2,5,'Nutrition/Physical Activity/Obesity'
4,7,8,'Screenings and Vaccines'
6,3,21,'Screenings and Vaccines'
22,1,5,'Overall Health'
13,6,47,'Screenings and Vaccines'
4,2,33,'Screenings and Vaccines'
25,4,16,Caregiving
33,6,34,'Nutrition/Physical Activity/Obesity'
32,3,36,'Nutrition/Physical Activity/Obesity'
28,3,12,'Overall Health'
12,3,42,'Smoking and Alcohol Use'
3,4,29,'Overall Health'
5,2,21,'Screenings and Vaccines'
16,6,38,'Mental Health'
2,4,8,'Overall Health'
9,7,38,'Nutrition/Physical Activity/Obesity'
4,3,21,'Screenings and Vaccines'
22,2,39,'Overall Health'
38,6,12,'Overall Health'
29,5,6,'Overall Health'
3,1,3,'Overall Health'
2,6,2,'Overall Health'
2,5,32,'Overall Health'
32,2,33,'Nutrition/Physical Activity/Obesity'
36,4,50,'Screenings and Vaccines'
13,4,12,'Screenings and Vaccines'
4,7,46,'Screenings and Vaccines'
20,6,53,'Overall Health'
16,5,37,'Mental Health'
15,2,25,'Smoking and Alcohol Use'
30,5,39,'Cognitive Decline'
12,4,11,'Smoking and Alcohol Use'
13,1,40,'Screenings and Vaccines'
30,7,18,'Cognitive Decline'
33,2,10,'Nutrition/Physical Activity/Obesity'
19,5,48,'Overall Health'
33,7,16,'Nutrition/Physical Activity/Obesity'
35,6,15,'Overall Health'
13,7,54,'Screenings and Vaccines'
16,6,11,'Mental Health'
29,5,41,'Overall Health'
15,7,21,'Smoking and Alcohol Use'
12,4,43,'Smoking and Alcohol Use'
31,4,16,'Cognitive Decline'
19,7,52,'Overall Health'
20,6,35,'Overall Health'
12,3,20,'Smoking and Alcohol Use'
12,6,32,'Smoking and Alcohol Use'
29,3,10,'Overall Health'
20,2,48,'Overall Health'
38,6,49,'Overall Health'
19,1,5,'Overall Health'
3,3,19,'Overall Health'
10,7,11,'Screenings and Vaccines'
32,7,30,'Nutrition/Physical Activity/Obesity'
14,4,43,'Screenings and Vaccines'
17,2,39,'Cognitive Decline'
37,5,14,'Screenings and Vaccines'
11,4,26,'Nutrition/Physical Activity/Obesity'
20,4,12,'Overall Health'
25,5,11,Caregiving
38,4,8,'Overall Health'
7,5,20,'Screenings and Vaccines'
20,5,21,'Overall Health'
28,2,24,'Overall Health'
31,2,32,'Cognitive Decline'
1,6,32,'Mental Health'
27,2,28,Caregiving
38,1,31,'Overall Health'
19,6,28,'Overall Health'
7,3,23,'Screenings and Vaccines'
34,6,42,'Overall Health'
6,3,1,'Screenings and Vaccines'
13,2,29,'Screenings and Vaccines'
19,3,17,'Overall Health'
20,1,7,'Overall Health'
21,2,51,'Overall Health'
21,3,24,'Overall Health'
20,6,20,'Overall Health'
10,1,19,'Screenings and Vaccines'
25,7,6,Caregiving
5,3,15,'Screenings and Vaccines'
1,3,7,'Mental Health'
16,4,41,'Mental Health'
29,5,34,'Overall Health'
35,3,27,'Overall Health'
11,3,49,'Nutrition/Physical Activity/Obesity'
32,3,12,'Nutrition/Physical Activity/Obesity'
27,5,24,Caregiving
16,2,41,'Mental Health'
5,3,41,'Screenings and Vaccines'
36,4,27,'Screenings and Vaccines'
1,7,28,'Mental Health'
34,4,12,'Overall Health'
20,4,53,'Overall Health'
6,1,40,'Screenings and Vaccines'
10,2,53,'Screenings and Vaccines'
33,4,30,'Nutrition/Physical Activity/Obesity'
13,2,21,'Screenings and Vaccines'
2,3,9,'Overall Health'
27,3,24,Caregiving
26,6,1,Caregiving
4,3,35,'Screenings and Vaccines'
1,7,13,'Mental Health'
16,6,22,'Mental Health'
24,3,52,Caregiving
4,4,23,'Screenings and Vaccines'
30,1,39,'Cognitive Decline'
34,4,29,'Overall Health'
22,2,39,'Overall Health'
21,1,52,'Overall Health'
2,3,12,'Overall Health'
32,6,10,'Nutrition/Physical Activity/Obesity'
7,7,46,'Screenings and Vaccines'
12,5,15,'Smoking and Alcohol Use'
1,2,12,'Mental Health'
7,3,35,'Screenings and Vaccines'
31,6,47,'Cognitive Decline'
26,6,26,Caregiving
2,6,24,'Overall Health'
15,5,12,'Smoking and Alcohol Use'
14,4,52,'Screenings and Vaccines'
18,4,23,'Cognitive Decline'
12,6,32,'Smoking and Alcohol Use'
9,6,13,'Nutrition/Physical Activity/Obesity'
39,2,14,'Overall Health'
18,6,2,'Cognitive Decline'
21,2,19,'Overall Health'
26,5,22,Caregiving
17,6,39,'Cognitive Decline'
22,4,27,'Overall Health'
36,5,32,'Screenings and Vaccines'
24,6,39,Caregiving
14,2,52,'Screenings and Vaccines'
15,5,36,'Smoking and Alcohol Use'
29,1,42,'Overall Health'
29,5,39,'Overall Health'
9,4,40,'Nutrition/Physical Activity/Obesity'
13,5,3,'Screenings and Vaccines'
12,6,30,'Smoking and Alcohol Use'
21,5,17,'Overall Health'
19,6,11,'Overall Health'
13,2,32,'Screenings and Vaccines'
8,7,24,'Screenings and Vaccines'
16,6,39,'Mental Health'
24,1,39,Caregiving
38,6,23,'Overall Health'
4,5,46,'Screenings and Vaccines'
33,3,33,'Nutrition/Physical Activity/Obesity'
13,4,32,'Screenings and Vaccines'
4,4,20,'Screenings and Vaccines'
20,6,31,'Overall Health'
16,4,24,'Mental Health'
15,6,17,'Smoking and Alcohol Use'
11,4,47,'Nutrition/Physical Activity/Obesity'
11,3,28,'Nutrition/Physical Activity/Obesity'
24,1,9,Caregiving
36,5,34,'Screenings and Vaccines'
34,3,28,'Overall Health'
18,2,32,'Cognitive Decline'
28,2,33,'Overall Health'
26,2,18,Caregiving
38,6,23,'Overall Health'
29,5,46,'Overall Health'
10,5,45,'Screenings and Vaccines'
28,3,21,'Overall Health'
17,6,27,'Cognitive Decline'
9,4,12,'Nutrition/Physical Activity/Obesity'
18,2,5,'Cognitive Decline'
1,6,7,'Mental Health'
15,1,14,'Smoking and Alcohol Use'
10,5,45,'Screenings and Vaccines'
1,6,11,'Mental Health'
33,6,12,'Nutrition/Physical Activity/Obesity'
28,7,11,'Overall Health'
10,3,25,'Screenings and Vaccines'
21,6,8,'Overall Health'
17,6,6,'Cognitive Decline'
18,7,47,'Cognitive Decline'
39,4,47,'Overall Health'
2,7,46,'Overall Health'
39,1,23,'Overall Health'
36,6,23,'Screenings and Vaccines'
36,3,17,'Screenings and Vaccines'
22,6,11,'Overall Health'
2,6,12,'Overall Health'
13,5,28,'Screenings and Vaccines'
1,5,7,'Mental Health'
39,4,19,'Overall Health'
32,5,43,'Nutrition/Physical Activity/Obesity'
7,5,45,'Screenings and Vaccines'
13,4,49,'Screenings and Vaccines'
39,1,2,'Overall Health'
30,6,22,'Cognitive Decline'
33,7,19,'Nutrition/Physical Activity/Obesity'
7,5,47,'Screenings and Vaccines'
11,2,24,'Nutrition/Physical Activity/Obesity'
28,5,2,'Overall Health'
2,5,45,'Overall Health'
19,2,19,'Overall Health'
13,7,15,'Screenings and Vaccines'
3,6,24,'Overall Health'
9,2,4,'Nutrition/Physical Activity/Obesity'
5,5,21,'Screenings and Vaccines'
31,4,33,'Cognitive Decline'
29,3,7,'Overall Health'
11,7,43,'Nutrition/Physical Activity/Obesity'
16,5,11,'Mental Health'
9,6,34,'Nutrition/Physical Activity/Obesity'
4,1,39,'Screenings and Vaccines'
13,6,34,'Screenings and Vaccines'
13,1,21,'Screenings and Vaccines'
14,3,42,'Screenings and Vaccines'
8,7,47,'Screenings and Vaccines'
23,4,25,Caregiving
9,6,23,'Nutrition/Physical Activity/Obesity'
23,5,52,Caregiving
12,5,11,'Smoking and Alcohol Use'
22,4,28,'Overall Health'
32,5,19,'Nutrition/Physical Activity/Obesity'
11,6,19,'Nutrition/Physical Activity/Obesity'
28,1,16,'Overall Health'
8,5,21,'Screenings and Vaccines'
7,1,11,'Screenings and Vaccines'
19,1,3,'Overall Health'
1,7,33,'Mental Health'
14,2,17,'Screenings and Vaccines'
6,1,6,'Screenings and Vaccines'
3,6,33,'Overall Health'
13,4,21,'Screenings and Vaccines'
7,7,21,'Screenings and Vaccines'
15,4,24,'Smoking and Alcohol Use'
35,1,8,'Overall Health'
18,6,39,'Cognitive Decline'
35,5,39,'Overall Health'
3,1,25,'Overall Health'
19,4,53,'Overall Health'
18,4,22,'Cognitive Decline'
39,7,41,'Overall Health'
17,7,4,'Cognitive Decline'
28,5,12,'Overall Health'
19,3,37,'Overall Health'
12,7,12,'Smoking and Alcohol Use'
38,3,7,'Overall Health'
15,4,50,'Smoking and Alcohol Use'
18,1,35,'Cognitive Decline'
35,1,14,'Overall Health'
2,3,41,'Overall Health'
22,2,21,'Overall Health'
22,6,52,'Overall Health'
26,3,26,Caregiving
35,6,9,'Overall Health'
35,5,36,'Overall Health'
12,3,9,'Smoking and Alcohol Use'
14,4,22,'Screenings and Vaccines'
30,5,6,'Cognitive Decline'
13,7,21,'Screenings and Vaccines'
12,4,41,'Smoking and Alcohol Use'
13,7,15,'Screenings and Vaccines'
33,6,28,'Nutrition/Physical Activity/Obesity'
26,1,39,Caregiving
23,6,29,Caregiving
12,2,10,'Smoking and Alcohol Use'
10,3,21,'Screenings and Vaccines'
25,6,39,Caregiving
1,6,46,'Mental Health'
7,3,37,'Screenings and Vaccines'
26,4,39,Caregiving
35,1,40,'Overall Health'
7,5,34,'Screenings and Vaccines'
6,3,32,'Screenings and Vaccines'
23,4,39,Caregiving
35,3,20,'Overall Health'
13,6,47,'Screenings and Vaccines'
2,6,27,'Overall Health'
28,6,5,'Overall Health'
9,6,7,'Nutrition/Physical Activity/Obesity'
20,6,15,'Overall Health'
20,6,5,'Overall Health'
19,7,37,'Overall Health'
35,3,9,'Overall Health'
4,4,39,'Screenings and Vaccines'
4,3,5,'Screenings and Vaccines'
25,6,39,Caregiving
20,1,51,'Overall Health'
22,3,52,'Overall Health'
10,6,5,'Screenings and Vaccines'
16,1,7,'Mental Health'
10,4,39,'Screenings and Vaccines'
28,1,33,'Overall Health'
27,6,15,Caregiving
12,1,27,'Smoking and Alcohol Use'
16,4,44,'Mental Health'
12,4,9,'Smoking and Alcohol Use'
36,7,31,'Screenings and Vaccines'
20,7,12,'Overall Health'
29,4,52,'Overall Health'
28,7,51,'Overall Health'
4,2,18,'Screenings and Vaccines'
12,2,6,'Smoking and Alcohol Use'
1,3,38,'Mental Health'
15,2,2,'Smoking and Alcohol Use'
28,6,26,'Overall Health'
1,2,31,'Mental Health'
10,1,7,'Screenings and Vaccines'
4,5,27,'Screenings and Vaccines'
14,5,31,'Screenings and Vaccines'
15,5,21,'Smoking and Alcohol Use'
31,5,27,'Cognitive Decline'
33,3,35,'Nutrition/Physical Activity/Obesity'
6,3,53,'Screenings and Vaccines'
20,3,37,'Overall Health'
37,6,5,'Screenings and Vaccines'
11,6,5,'Nutrition/Physical Activity/Obesity'
13,4,35,'Screenings and Vaccines'
5,5,21,'Screenings and Vaccines'
4,7,31,'Screenings and Vaccines'
13,5,21,'Screenings and Vaccines'
32,1,30,'Nutrition/Physical Activity/Obesity'
28,2,50,'Overall Health'
29,6,15,'Overall Health'
10,1,30,'Screenings and Vaccines'
37,4,6,'Screenings and Vaccines'
31,3,33,'Cognitive Decline'
14,7,21,'Screenings and Vaccines'
37,2,53,'Screenings and Vaccines'
19,7,45,'Overall Health'
25,3,39,Caregiving
17,2,6,'Cognitive Decline'
9,4,33,'Nutrition/Physical Activity/Obesity'
34,7,16,'Overall Health'
29,4,53,'Overall Health'
21,6,47,'Overall Health'
15,4,3,'Smoking and Alcohol Use'
39,7,14,'Overall Health'
13,5,21,'Screenings and Vaccines'
34,1,12,'Overall Health'
16,2,41,'Mental Health'
9,2,20,'Nutrition/Physical Activity/Obesity'
37,7,34,'Screenings and Vaccines'
10,5,36,'Screenings and Vaccines'
2,5,40,'Overall Health'
15,1,36,'Smoking and Alcohol Use'
30,2,50,'Cognitive Decline'
1,6,11,'Mental Health'
15,1,19,'Smoking and Alcohol Use'
5,5,6,'Screenings and Vaccines'
4,4,37,'Screenings and Vaccines'
5,5,8,'Screenings and Vaccines'
35,4,12,'Overall Health'
1,5,51,'Mental Health'
9,5,52,'Nutrition/Physical Activity/Obesity'
5,5,1,'Screenings and Vaccines'
18,7,25,'Cognitive Decline'
1,4,45,'Mental Health'
37,3,4,'Screenings and Vaccines'
18,7,26,'Cognitive Decline'
31,3,31,'Cognitive Decline'
26,6,52,Caregiving
30,5,15,'Cognitive Decline'
16,5,18,'Mental Health'
1,6,52,'Mental Health'
9,3,12,'Nutrition/Physical Activity/Obesity'
4,7,4,'Screenings and Vaccines'
13,6,8,'Screenings and Vaccines'
38,2,48,'Overall Health'
35,2,12,'Overall Health'
23,1,29,Caregiving
10,7,24,'Screenings and Vaccines'
3,6,24,'Overall Health'
18,6,15,'Cognitive Decline'
15,7,31,'Smoking and Alcohol Use'
6,2,21,'Screenings and Vaccines'
29,7,12,'Overall Health'
13,1,27,'Screenings and Vaccines'
12,6,47,'Smoking and Alcohol Use'
2,7,12,'Overall Health'
37,5,42,'Screenings and Vaccines'
6,7,50,'Screenings and Vaccines'
20,3,38,'Overall Health'
6,2,21,'Screenings and Vaccines'
20,5,54,'Overall Health'
14,5,18,'Screenings and Vaccines'
3,3,12,'Overall Health'
16,6,11,'Mental Health'
4,3,35,'Screenings and Vaccines'
2,4,12,'Overall Health'
12,6,9,'Smoking and Alcohol Use'
2,5,24,'Overall Health'
17,6,31,'Cognitive Decline'
15,7,11,'Smoking and Alcohol Use'
11,6,30,'Nutrition/Physical Activity/Obesity'
25,6,13,Caregiving
31,5,54,'Cognitive Decline'
13,5,46,'Screenings and Vaccines'
16,6,7,'Mental Health'
9,7,47,'Nutrition/Physical Activity/Obesity'
32,7,29,'Nutrition/Physical Activity/Obesity'
14,1,50,'Screenings and Vaccines'
11,7,45,'Nutrition/Physical Activity/Obesity'
16,6,4,'Mental Health'
2,6,38,'Overall Health'
14,7,53,'Screenings and Vaccines'
28,7,38,'Overall Health'
20,2,49,'Overall Health'
13,7,2,'Screenings and Vaccines'
17,6,6,'Cognitive Decline'
16,7,38,'Mental Health'
7,5,21,'Screenings and Vaccines'
29,3,2,'Overall Health'
11,6,50,'Nutrition/Physical Activity/Obesity'
29,2,1,'Overall Health'
20,4,49,'Overall Health'
6,5,22,'Screenings and Vaccines'
1,5,33,'Mental Health'
19,6,16,'Overall Health'
2,7,26,'Overall Health'
35,7,3,'Overall Health'
1,6,34,'Mental Health'
26,3,35,Caregiving
12,6,32,'Smoking and Alcohol Use'
22,6,11,'Overall Health'
32,5,36,'Nutrition/Physical Activity/Obesity'
18,7,39,'Cognitive Decline'
20,6,32,'Overall Health'
38,1,7,'Overall Health'
22,6,40,'Overall Health'
33,7,1,'Nutrition/Physical Activity/Obesity'
9,3,50,'Nutrition/Physical Activity/Obesity'
16,4,21,'Mental Health'
28,6,22,'Overall Health'
4,7,41,'Screenings and Vaccines'
22,6,7,'Overall Health'
13,3,8,'Screenings and Vaccines'
35,1,33,'Overall Health'
33,6,12,'Nutrition/Physical Activity/Obesity'
13,1,22,'Screenings and Vaccines'
24,6,39,Caregiving
1,5,6,'Mental Health'
19,4,7,'Overall Health'
10,5,36,'Screenings and Vaccines'
12,6,22,'Smoking and Alcohol Use'
20,4,43,'Overall Health'
18,5,25,'Cognitive Decline'
32,3,24,'Nutrition/Physical Activity/Obesity'
2,6,54,'Overall Health'
27,1,39,Caregiving
1,1,26,'Mental Health'
24,7,4,Caregiving
13,6,14,'Screenings and Vaccines'
4,5,27,'Screenings and Vaccines'
36,4,50,'Screenings and Vaccines'
5,5,42,'Screenings and Vaccines'
4,4,8,'Screenings and Vaccines'
7,5,8,'Screenings and Vaccines'
32,2,50,'Nutrition/Physical Activity/Obesity'
14,1,51,'Screenings and Vaccines'
14,7,4,'Screenings and Vaccines'
29,3,18,'Overall Health'
11,6,10,'Nutrition/Physical Activity/Obesity'
9,1,41,'Nutrition/Physical Activity/Obesity'
29,3,21,'Overall Health'
4,6,16,'Screenings and Vaccines'
16,2,51,'Mental Health'
22,3,16,'Overall Health'
19,1,12,'Overall Health'
9,3,12,'Nutrition/Physical Activity/Obesity'
9,6,53,'Nutrition/Physical Activity/Obesity'
25,6,8,Caregiving
18,2,53,'Cognitive Decline'
12,7,36,'Smoking and Alcohol Use'
5,7,51,'Screenings and Vaccines'
20,5,18,'Overall Health'
5,3,38,'Screenings and Vaccines'
2,2,12,'Overall Health'
38,7,19,'Overall Health'
14,3,21,'Screenings and Vaccines'
27,6,53,Caregiving
27,2,12,Caregiving
31,1,4,'Cognitive Decline'
12,6,35,'Smoking and Alcohol Use'
5,2,46,'Screenings and Vaccines'
15,6,23,'Smoking and Alcohol Use'
14,2,41,'Screenings and Vaccines'
9,4,15,'Nutrition/Physical Activity/Obesity'
21,5,29,'Overall Health'
33,1,25,'Nutrition/Physical Activity/Obesity'
17,5,6,'Cognitive Decline'
20,5,7,'Overall Health'
11,3,51,'Nutrition/Physical Activity/Obesity'
17,7,53,'Cognitive Decline'
37,6,54,'Screenings and Vaccines'
11,2,12,'Nutrition/Physical Activity/Obesity'
4,4,5,'Screenings and Vaccines'
19,1,28,'Overall Health'
13,2,21,'Screenings and Vaccines'
15,3,35,'Smoking and Alcohol Use'
13,6,10,'Screenings and Vaccines'
14,1,11,'Screenings and Vaccines'
3,7,25,'Overall Health'
29,3,4,'Overall Health'
31,5,6,'Cognitive Decline'
17,3,37,'Cognitive Decline'
39,4,34,'Overall Health'
1,7,14,'Mental Health'
37,1,21,'Screenings and Vaccines'
20,1,30,'Overall Health'
10,5,54,'Screenings and Vaccines'
38,5,32,'Overall Health'
11,7,11,'Nutrition/Physical Activity/Obesity'
35,2,35,'Overall Health'
11,4,20,'Nutrition/Physical Activity/Obesity'
3,3,12,'Overall Health'
10,6,53,'Screenings and Vaccines'
16,7,12,'Mental Health'
11,4,41,'Nutrition/Physical Activity/Obesity'
31,7,23,'Cognitive Decline'
17,6,31,'Cognitive Decline'
33,4,42,'Nutrition/Physical Activity/Obesity'
13,4,6,'Screenings and Vaccines'
26,5,35,Caregiving
13,6,54,'Screenings and Vaccines'
2,7,32,'Overall Health'
20,3,17,'Overall Health'
7,7,28,'Screenings and Vaccines'
3,2,46,'Overall Health'
16,6,19,'Mental Health'
15,7,22,'Smoking and Alcohol Use'
15,7,43,'Smoking and Alcohol Use'
14,3,38,'Screenings and Vaccines'
30,2,50,'Cognitive Decline'
15,2,25,'Smoking and Alcohol Use'
22,3,14,'Overall Health'
9,6,43,'Nutrition/Physical Activity/Obesity'
4,6,16,'Screenings and Vaccines'
27,2,9,Caregiving
1,3,11,'Mental Health'
2,4,15,'Overall Health'
4,5,23,'Screenings and Vaccines'
6,7,50,'Screenings and Vaccines'
19,1,12,'Overall Health'
1,7,19,'Mental Health'
19,1,12,'Overall Health'
34,6,27,'Overall Health'
35,3,1,'Overall Health'
26,7,25,Caregiving
14,4,21,'Screenings and Vaccines'
4,3,21,'Screenings and Vaccines'
28,4,48,'Overall Health'
17,6,3,'Cognitive Decline'
18,6,29,'Cognitive Decline'
9,2,12,'Nutrition/Physical Activity/Obesity'
12,6,6,'Smoking and Alcohol Use'
30,2,37,'Cognitive Decline'
35,4,39,'Overall Health'
12,3,24,'Smoking and Alcohol Use'
33,4,38,'Nutrition/Physical Activity/Obesity'
35,6,12,'Overall Health'
24,4,25,Caregiving
22,3,14,'Overall Health'
24,6,48,Caregiving
1,3,15,'Mental Health'
30,3,35,'Cognitive Decline'
16,3,45,'Mental Health'
16,7,36,'Mental Health'
25,4,45,Caregiving
3,7,54,'Overall Health'
12,6,7,'Smoking and Alcohol Use'
10,5,40,'Screenings and Vaccines'
18,7,46,'Cognitive Decline'
24,6,33,Caregiving
9,2,15,'Nutrition/Physical Activity/Obesity'
33,2,28,'Nutrition/Physical Activity/Obesity'
14,4,5,'Screenings and Vaccines'
4,7,21,'Screenings and Vaccines'
3,7,39,'Overall Health'
35,6,3,'Overall Health'
35,1,8,'Overall Health'
1,6,18,'Mental Health'
28,2,28,'Overall Health'
13,7,14,'Screenings and Vaccines'
1,6,51,'Mental Health'
35,2,30,'Overall Health'
13,7,35,'Screenings and Vaccines'
4,3,9,'Screenings and Vaccines'
9,1,13,'Nutrition/Physical Activity/Obesity'
9,7,20,'Nutrition/Physical Activity/Obesity'
15,2,11,'Smoking and Alcohol Use'
35,2,14,'Overall Health'
8,3,38,'Screenings and Vaccines'
34,4,48,'Overall Health'
16,5,22,'Mental Health'
1,7,30,'Mental Health'
15,1,29,'Smoking and Alcohol Use'
11,3,24,'Nutrition/Physical Activity/Obesity'
9,3,12,'Nutrition/Physical Activity/Obesity'
13,7,2,'Screenings and Vaccines'
14,6,21,'Screenings and Vaccines'
9,7,25,'Nutrition/Physical Activity/Obesity'
29,7,10,'Overall Health'
10,2,32,'Screenings and Vaccines'
15,7,3,'Smoking and Alcohol Use'
12,5,42,'Smoking and Alcohol Use'
22,6,10,'Overall Health'
29,6,42,'Overall Health'
3,6,23,'Overall Health'
30,6,25,'Cognitive Decline'
10,3,21,'Screenings and Vaccines'
12,3,35,'Smoking and Alcohol Use'
6,3,31,'Screenings and Vaccines'
21,4,35,'Overall Health'
32,3,12,'Nutrition/Physical Activity/Obesity'
9,2,9,'Nutrition/Physical Activity/Obesity'
8,7,46,'Screenings and Vaccines'
28,5,39,'Overall Health'
27,3,27,Caregiving
3,1,50,'Overall Health'
28,7,28,'Overall Health'
2,3,41,'Overall Health'
38,4,3,'Overall Health'
36,2,11,'Screenings and Vaccines'
22,7,47,'Overall Health'
2,4,3,'Overall Health'
4,7,21,'Screenings and Vaccines'
13,1,22,'Screenings and Vaccines'
4,5,33,'Screenings and Vaccines'
28,4,10,'Overall Health'
16,6,41,'Mental Health'
30,2,6,'Cognitive Decline'
35,5,29,'Overall Health'
36,1,29,'Screenings and Vaccines'
33,5,18,'Nutrition/Physical Activity/Obesity'
13,5,21,'Screenings and Vaccines'
13,7,23,'Screenings and Vaccines'
1,1,37,'Mental Health'
22,2,51,'Overall Health'
28,4,37,'Overall Health'
13,4,24,'Screenings and Vaccines'
13,1,39,'Screenings and Vaccines'
4,3,41,'Screenings and Vaccines'
6,3,10,'Screenings and Vaccines'
28,6,39,'Overall Health'
30,1,16,'Cognitive Decline'
31,6,17,'Cognitive Decline'
30,4,53,'Cognitive Decline'
3,5,29,'Overall Health'
14,6,52,'Screenings and Vaccines'
4,1,22,'Screenings and Vaccines'
35,2,28,'Overall Health'
39,6,51,'Overall Health'
8,6,47,'Screenings and Vaccines'
11,2,21,'Nutrition/Physical Activity/Obesity'
4,4,14,'Screenings and Vaccines'
10,5,50,'Screenings and Vaccines'
25,3,53,Caregiving
6,2,43,'Screenings and Vaccines'
28,3,14,'Overall Health'
15,6,9,'Smoking and Alcohol Use'
18,7,37,'Cognitive Decline'
33,6,3,'Nutrition/Physical Activity/Obesity'
31,3,37,'Cognitive Decline'
17,1,32,'Cognitive Decline'
13,7,21,'Screenings and Vaccines'
31,4,50,'Cognitive Decline'
24,6,5,Caregiving
19,4,47,'Overall Health'
32,7,18,'Nutrition/Physical Activity/Obesity'
8,5,32,'Screenings and Vaccines'
24,2,9,Caregiving
10,3,9,'Screenings and Vaccines'
38,1,37,'Overall Health'
12,6,47,'Smoking and Alcohol Use'
7,7,40,'Screenings and Vaccines'
20,5,49,'Overall Health'
16,7,11,'Mental Health'
12,1,13,'Smoking and Alcohol Use'
19,4,12,'Overall Health'
16,5,7,'Mental Health'
8,7,36,'Screenings and Vaccines'
12,2,37,'Smoking and Alcohol Use'
28,5,12,'Overall Health'
29,4,39,'Overall Health'
22,4,33,'Overall Health'
12,7,29,'Smoking and Alcohol Use'
36,4,27,'Screenings and Vaccines'
26,6,31,Caregiving
13,1,32,'Screenings and Vaccines'
23,2,35,Caregiving
4,7,51,'Screenings and Vaccines'
24,1,39,Caregiving
32,6,10,'Nutrition/Physical Activity/Obesity'
16,3,49,'Mental Health'
2,6,34,'Overall Health'
13,5,21,'Screenings and Vaccines'
26,6,36,Caregiving
