@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.814807,-0.8896,-0.685379,2,Caregiving
-0.489508,-0.533178,-0.42277,30,Caregiving
-0.293437,-0.324879,-0.254873,35,Caregiving
-1.202492,-1.116414,-1.275172,9,'Mental Health'
2.077235,2.295053,1.863217,15,'Overall Health'
1.221654,-0.959032,2.310943,39,Caregiving
1.551409,1.563694,1.505897,49,'Screenings and Vaccines'
2.473832,2.730166,2.220537,33,'Screenings and Vaccines'
0.075433,0.107494,0.032443,19,'Overall Health'
-0.493964,-0.635013,-0.315143,54,'Nutrition/Physical Activity/Obesity'
-1.1,-1.079383,-1.094359,17,'Mental Health'
0.615618,0.758273,0.472683,21,'Screenings and Vaccines'
-1.501054,-1.357114,-1.645407,12,'Overall Health'
-0.449402,-0.454487,-0.435685,21,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,14,'Overall Health'
0.250213,0.313903,0.184244,29,'Screenings and Vaccines'
-1.38965,-1.283052,-1.499035,53,'Overall Health'
1.440005,1.526663,1.338,22,'Screenings and Vaccines'
-0.32463,-0.297106,-0.349584,7,'Overall Health'
-1.022543,-0.968484,-1.057809,28,'Mental Health'
-1.064351,-0.940517,-1.189071,52,'Mental Health'
1.333058,0.860108,1.622134,4,'Screenings and Vaccines'
-0.939579,-0.838682,-1.038394,32,'Smoking and Alcohol Use'
-0.288981,-0.36191,-0.203212,18,'Nutrition/Physical Activity/Obesity'
0.909723,0.605521,1.148577,36,'Cognitive Decline'
1.667269,1.836797,1.501592,15,'Overall Health'
-0.78807,-0.662786,-0.909242,52,'Nutrition/Physical Activity/Obesity'
1.310777,1.471117,1.148577,15,'Screenings and Vaccines'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
0.170003,-0.190642,0.545869,11,'Screenings and Vaccines'
-0.761333,-0.648899,-0.879106,14,'Nutrition/Physical Activity/Obesity'
-0.944035,-0.959032,-0.896327,17,'Nutrition/Physical Activity/Obesity'
-0.654385,-0.584095,-0.719819,53,'Mental Health'
-0.264658,-0.447356,-0.051172,4,'Cognitive Decline'
-1.371825,-1.287681,-1.447374,2,'Overall Health'
-0.324246,-0.3228,-0.315909,30,'Nutrition/Physical Activity/Obesity'
1.800954,1.980291,1.622134,50,'Overall Health'
-0.324246,-0.3228,-0.315909,16,'Nutrition/Physical Activity/Obesity'
-0.195402,-0.088808,-0.302228,52,'Screenings and Vaccines'
1.751936,1.998807,1.514507,12,'Overall Health'
0.075433,0.107494,0.032443,19,'Overall Health'
-1.269334,-1.1303,-1.412934,11,'Mental Health'
-0.264658,-0.447356,-0.051172,2,'Cognitive Decline'
1.595971,1.591467,1.561863,39,Caregiving
-0.264658,-0.447356,-0.051172,45,'Cognitive Decline'
-0.275612,-0.84794,0.541564,39,'Cognitive Decline'
-0.449402,-0.394312,-0.500261,28,'Nutrition/Physical Activity/Obesity'
-0.395929,-0.338766,-0.452905,39,Caregiving
-0.264658,-0.447356,-0.051172,27,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,16,'Mental Health'
-1.532247,-1.435805,-1.606662,51,'Smoking and Alcohol Use'
1.114706,1.221159,1.002205,22,'Screenings and Vaccines'
-1.091088,-0.931259,-1.253647,11,'Smoking and Alcohol Use'
2.424815,2.595929,2.224842,5,'Overall Health'
-1.022543,-0.968484,-1.057809,9,'Mental Health'
1.221654,1.156355,1.251899,1,'Screenings and Vaccines'
-0.78807,-0.797022,-0.758565,40,Caregiving
0.424003,0.133378,0.696546,14,'Screenings and Vaccines'
0.075433,0.107494,0.032443,44,'Overall Health'
0.816144,0.744387,0.864443,12,'Overall Health'
2.629797,2.901433,2.362604,14,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,39,Caregiving
-1.380738,-1.232135,-1.537781,12,'Overall Health'
0.718109,0.836964,0.597529,6,'Screenings and Vaccines'
1.306321,1.410942,1.195933,36,'Screenings and Vaccines'
0.075433,0.107494,0.032443,44,'Overall Health'
1.03004,1.235045,0.834308,12,'Overall Health'
-1.117744,-1.0579,-1.160363,43,'Smoking and Alcohol Use'
-1.416387,-1.306197,-1.52917,13,'Overall Health'
-0.895017,-0.801651,-0.986733,47,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,33,'Overall Health'
-1.376282,-1.255279,-1.50334,30,'Overall Health'
-1.117744,-1.0579,-1.160363,32,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,23,'Overall Health'
-0.101823,-0.014746,-0.185992,45,'Screenings and Vaccines'
1.119163,1.165612,1.058171,3,'Screenings and Vaccines'
-1.206948,-1.236764,-1.094359,16,'Mental Health'
-0.20877,-0.116581,-0.297923,10,'Overall Health'
-1.1,-1.121042,-1.016868,23,'Nutrition/Physical Activity/Obesity'
1.105794,1.049891,1.127052,12,'Screenings and Vaccines'
-0.048349,-0.190642,0.111058,46,'Screenings and Vaccines'
-0.489508,-0.334137,-0.646633,12,'Nutrition/Physical Activity/Obesity'
-0.783614,-1.014579,-0.392635,7,'Mental Health'
-1.354001,-1.232135,-1.473205,33,'Smoking and Alcohol Use'
-0.271156,-0.250817,-0.293618,17,'Nutrition/Physical Activity/Obesity'
-0.846,-0.755363,-0.930767,30,'Mental Health'
-0.569718,-0.801651,-0.237652,26,'Mental Health'
-0.462771,-0.380425,-0.551922,38,'Overall Health'
0.075433,0.107494,0.032443,39,'Overall Health'
-0.948491,-0.838682,-1.064224,35,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,34,'Mental Health'
0.075433,0.107494,0.032443,22,'Overall Health'
-0.467227,-0.366539,-0.569142,10,'Mental Health'
-1.104456,-1.005321,-1.206291,54,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,40,'Overall Health'
0.997942,1.004426,0.96825,8,'Screenings and Vaccines'
1.217198,1.383169,1.049561,21,'Screenings and Vaccines'
-1.082176,-1.107156,-1.008258,2,'Smoking and Alcohol Use'
-0.008243,-0.033261,0.016346,12,'Overall Health'
-1.255966,-1.204362,-1.275172,11,'Cognitive Decline'
-0.20877,-0.144354,-0.276398,39,'Cognitive Decline'
1.061233,0.471284,1.480067,48,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,50,'Nutrition/Physical Activity/Obesity'
-1.068807,-1.005321,-1.124495,3,'Overall Health'
-1.037614,-1.000692,-1.064224,12,'Nutrition/Physical Activity/Obesity'
-0.337999,-0.255446,-0.418465,21,'Overall Health'
0.419547,0.489799,0.347836,31,'Overall Health'
0.098704,0.175037,0.024956,39,'Screenings and Vaccines'
0.588881,0.684211,0.485598,38,'Screenings and Vaccines'
-1.126737,-1.176589,-0.986733,4,Caregiving
1.382075,1.508148,1.251899,53,'Screenings and Vaccines'
0.036318,0.161151,-0.09128,52,'Nutrition/Physical Activity/Obesity'
-0.92621,-0.903486,-0.935072,23,'Smoking and Alcohol Use'
1.493479,1.614611,1.36383,15,'Overall Health'
-1.022543,-0.968484,-1.057809,28,'Mental Health'
0.997942,1.004426,0.96825,15,'Screenings and Vaccines'
0.075433,0.107494,0.032443,3,'Overall Health'
-1.278246,-1.213619,-1.322528,11,'Smoking and Alcohol Use'
-1.478773,-1.347856,-1.615272,35,'Overall Health'
0.997942,1.004426,0.96825,37,'Screenings and Vaccines'
0.075433,0.107494,0.032443,49,'Overall Health'
-0.2044,-0.28392,-0.097691,18,Caregiving
-0.939579,-0.871084,-1.003953,3,'Mental Health'
0.633442,0.619407,0.63197,9,'Overall Health'
-0.525157,-0.491518,-0.556227,42,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,40,'Overall Health'
0.321512,0.401851,0.240209,49,'Overall Health'
0.997942,1.004426,0.96825,6,'Screenings and Vaccines'
-0.458315,-0.440601,-0.470126,29,'Overall Health'
-0.021612,-0.019375,-0.026704,10,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-1.122281,-1.079383,-1.15463,47,'Mental Health'
-1.269334,-1.17196,-1.361273,51,'Smoking and Alcohol Use'
-1.483229,-1.357114,-1.619577,41,'Overall Health'
0.21902,0.32779,0.106752,54,'Screenings and Vaccines'
0.075433,0.107494,0.032443,8,'Overall Health'
1.743024,1.947889,1.544643,9,'Screenings and Vaccines'
-0.761333,-0.880342,-0.582057,34,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,36,'Overall Health'
1.230566,1.137839,1.273424,25,'Overall Health'
-0.507332,-0.431343,-0.582057,14,'Overall Health'
1.136987,0.929541,1.277729,1,'Overall Health'
0.597793,0.647181,0.537259,21,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,1,'Mental Health'
-1.022543,-0.968484,-1.057809,5,'Mental Health'
0.468565,0.489799,0.433937,48,'Overall Health'
-1.483229,-1.338599,-1.632492,38,'Overall Health'
-0.542981,-0.463745,-0.616498,10,'Overall Health'
2.571868,2.836629,2.306638,39,'Screenings and Vaccines'
0.049687,-0.477631,0.6578,12,'Screenings and Vaccines'
-1.220316,-1.121042,-1.313917,9,'Cognitive Decline'
-0.235507,-0.232302,-0.237652,12,'Overall Health'
1.849971,1.915487,1.751285,26,'Screenings and Vaccines'
0.049687,0.188924,-0.09128,30,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,46,Caregiving
0.02295,0.063945,-0.022399,41,'Overall Health'
-0.413753,-0.380425,-0.43999,31,Caregiving
-0.199858,-0.273962,-0.121416,12,'Nutrition/Physical Activity/Obesity'
0.517582,0.16578,0.838613,12,'Screenings and Vaccines'
0.958741,0.938799,0.959154,4,'Screenings and Vaccines'
1.141443,1.151726,1.109832,49,'Screenings and Vaccines'
-0.507332,-0.394312,-0.616498,9,'Nutrition/Physical Activity/Obesity'
2.496113,2.781083,2.220537,12,'Overall Health'
-0.725684,-0.949775,-0.362499,50,'Mental Health'
-0.324246,-0.3228,-0.315909,22,'Nutrition/Physical Activity/Obesity'
-0.538525,-0.431343,-0.642328,14,'Mental Health'
0.075433,0.107494,0.032443,20,'Overall Health'
-0.190946,-0.449858,0.115363,34,'Nutrition/Physical Activity/Obesity'
-0.133016,-0.000859,-0.267788,12,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,32,Caregiving
0.147722,-0.213787,0.532953,12,'Overall Health'
0.075433,0.107494,0.032443,35,'Overall Health'
-1.117744,-1.0579,-1.160363,38,'Smoking and Alcohol Use'
1.159268,1.33688,0.984985,35,'Screenings and Vaccines'
1.640532,1.693302,1.561863,53,Caregiving
2.603061,2.406146,2.43579,13,'Screenings and Vaccines'
-1.398562,-1.246021,-1.555001,12,'Overall Health'
0.075433,0.107494,0.032443,46,'Overall Health'
0.997942,1.004426,0.96825,38,'Screenings and Vaccines'
1.047864,0.531459,1.428406,14,'Overall Health'
-0.264658,-0.447356,-0.051172,45,'Cognitive Decline'
-0.453858,-0.570209,-0.306533,7,'Smoking and Alcohol Use'
-1.452036,-1.33397,-1.572221,11,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,53,'Overall Health'
-1.022543,-0.968484,-1.057809,10,'Mental Health'
1.520216,1.605354,1.415491,29,'Screenings and Vaccines'
0.075433,0.107494,0.032443,30,'Overall Health'
1.279584,0.985087,1.462846,29,'Screenings and Vaccines'
-1.073263,-0.986806,-1.15463,31,'Mental Health'
-1.670387,-0.28392,-0.097691,39,Caregiving
-0.264658,-0.447356,-0.051172,39,'Cognitive Decline'
0.513126,0.577748,0.446852,24,'Screenings and Vaccines'
0.909723,1.049891,0.769732,12,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,20,'Mental Health'
0.517582,0.133378,0.868748,44,'Overall Health'
1.493479,1.452602,1.488677,48,'Overall Health'
-0.502876,-0.579466,-0.40555,11,'Cognitive Decline'
-1.166843,-1.074754,-1.262257,30,'Mental Health'
-0.324246,-0.3228,-0.315909,39,'Nutrition/Physical Activity/Obesity'
-0.199858,-0.107323,-0.293618,37,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
-0.404841,-0.283219,-0.530396,13,'Nutrition/Physical Activity/Obesity'
-0.177577,-0.130467,-0.224737,2,'Nutrition/Physical Activity/Obesity'
0.615618,0.374078,0.825698,43,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,25,Caregiving
-0.030524,0.045429,-0.108501,20,'Overall Health'
0.075433,0.107494,0.032443,27,'Overall Health'
-1.251509,-1.167331,-1.326833,40,'Smoking and Alcohol Use'
-1.166843,-1.134929,-1.16324,4,Caregiving
-0.315718,-0.662786,0.145498,48,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,35,'Screenings and Vaccines'
0.50867,0.457398,0.550174,51,'Overall Health'
-0.264658,-0.447356,-0.051172,50,'Cognitive Decline'
1.756392,1.994178,1.527422,12,'Overall Health'
-0.324246,-0.3228,-0.315909,22,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,31,'Cognitive Decline'
-1.594633,-1.500609,-1.52917,39,'Cognitive Decline'
0.432915,0.059316,0.786952,39,'Cognitive Decline'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
0.075433,0.107494,0.032443,18,'Overall Health'
-0.264658,-0.447356,-0.051172,29,'Cognitive Decline'
-0.288981,-0.338766,-0.229042,46,'Overall Health'
-0.324246,-0.3228,-0.315909,47,'Nutrition/Physical Activity/Obesity'
0.071967,0.161151,-0.018094,12,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,27,'Mental Health'
-0.324246,-0.3228,-0.315909,32,'Nutrition/Physical Activity/Obesity'
0.210108,0.341676,0.076617,10,'Overall Health'
1.061233,1.151726,0.963459,31,'Screenings and Vaccines'
-0.814807,-0.801651,-0.810225,22,'Mental Health'
0.075433,0.107494,0.032443,12,'Overall Health'
0.263582,0.045429,0.476988,37,'Cognitive Decline'
1.466742,1.429457,1.462846,38,'Screenings and Vaccines'
0.214564,0.309274,0.119668,16,'Overall Health'
-0.917298,-0.857198,-0.969513,50,Caregiving
0.227933,-0.153611,0.62336,6,'Overall Health'
-0.583087,-0.602611,-0.556227,19,'Overall Health'
2.17527,2.378373,1.962233,13,'Overall Health'
1.792041,1.45723,1.919183,8,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,46,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,28,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,53,Caregiving
-0.502876,-0.338766,-0.668158,11,'Mental Health'
2.273305,1.998807,2.259283,33,'Screenings and Vaccines'
-0.311262,-0.162869,-0.45721,14,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,12,Caregiving
0.075433,0.107494,0.032443,41,'Overall Health'
0.075433,0.107494,0.032443,17,'Overall Health'
-0.32463,-0.269333,-0.375414,49,'Nutrition/Physical Activity/Obesity'
2.620885,2.87366,2.362604,35,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,30,Caregiving
1.333058,1.383169,1.260509,5,'Screenings and Vaccines'
-1.376282,-1.25065,-1.50334,52,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,21,'Smoking and Alcohol Use'
-1.398562,-1.283052,-1.52056,54,'Overall Health'
0.997942,1.004426,0.96825,13,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,15,Caregiving
1.243935,1.387798,1.101221,4,'Overall Health'
-1.1,-1.199733,-0.853276,39,Caregiving
-1.247053,-1.190475,-1.279477,16,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,21,'Overall Health'
1.021127,1.21653,0.830003,12,'Overall Health'
-1.429755,-1.29231,-1.572221,50,'Overall Health'
-0.796982,-1.023836,-0.401245,12,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,16,'Cognitive Decline'
-1.095544,-1.060867,-1.102969,34,'Overall Health'
-1.474317,-1.343227,-1.610967,3,'Overall Health'
-0.427122,-0.366539,-0.487346,53,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
-1.264878,-1.153444,-1.378493,12,'Overall Health'
0.997942,1.004426,0.96825,5,'Screenings and Vaccines'
0.312599,0.360192,0.26604,46,'Screenings and Vaccines'
-1.380738,-1.255279,-1.507645,29,'Overall Health'
-1.024246,-0.949775,-1.098664,5,'Mental Health'
1.489023,1.670158,1.307864,13,'Overall Health'
1.644988,1.494261,1.699625,44,'Screenings and Vaccines'
-0.623192,-0.52392,-0.719819,50,'Mental Health'
-0.890561,-1.079383,-0.534702,21,'Mental Health'
-0.49842,-0.36191,-0.642328,4,'Nutrition/Physical Activity/Obesity'
0.058599,-0.047148,0.167023,6,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,32,'Smoking and Alcohol Use'
-0.391472,-0.232302,-0.556227,12,'Nutrition/Physical Activity/Obesity'
1.658357,1.744219,1.548948,33,'Screenings and Vaccines'
0.997942,1.004426,0.96825,8,'Screenings and Vaccines'
1.680637,1.799766,1.548948,47,'Overall Health'
-0.2044,-0.28392,-0.097691,47,Caregiving
-1.022543,-0.968484,-1.057809,45,'Mental Health'
-1.117744,-1.0579,-1.160363,19,'Smoking and Alcohol Use'
1.609339,1.707189,1.492982,35,Caregiving
-0.725684,-0.579466,-0.879106,11,'Mental Health'
-1.117744,-1.0579,-1.160363,53,'Smoking and Alcohol Use'
-0.591999,-0.56558,-0.616498,13,'Overall Health'
1.261759,1.230416,1.256204,12,'Overall Health'
-0.239963,-0.255446,-0.220432,17,'Overall Health'
1.471198,1.61924,1.316474,35,'Screenings and Vaccines'
-1.380738,-1.283052,-1.48612,1,'Overall Health'
0.075433,0.107494,0.032443,43,'Overall Health'
1.618251,1.744219,1.480067,21,'Screenings and Vaccines'
1.105794,1.272076,0.941934,38,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,35,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,17,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,26,'Overall Health'
1.373163,1.373911,1.342305,16,Caregiving
-0.480595,-0.398941,-0.560532,41,'Nutrition/Physical Activity/Obesity'
0.8206,0.943427,0.692241,30,'Overall Health'
0.075433,0.107494,0.032443,11,'Overall Health'
-0.707859,-0.611868,-0.810225,6,'Mental Health'
0.464108,0.031543,0.868748,4,'Overall Health'
1.591514,1.711817,1.462846,11,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,30,'Nutrition/Physical Activity/Obesity'
2.072779,2.299682,1.845997,12,'Overall Health'
-0.38256,-0.223044,-0.539007,12,'Nutrition/Physical Activity/Obesity'
2.513938,2.693135,2.302333,23,'Screenings and Vaccines'
0.997942,1.004426,0.96825,6,'Screenings and Vaccines'
0.905267,1.017489,0.791257,30,'Overall Health'
-1.022543,-0.968484,-1.057809,47,'Mental Health'
0.098704,0.216697,-0.022399,9,'Screenings and Vaccines'
1.907901,2.077497,1.72976,19,'Screenings and Vaccines'
1.114706,1.160984,1.053866,48,'Screenings and Vaccines'
0.075433,0.107494,0.032443,50,'Overall Health'
-1.327264,-1.301568,-1.292392,49,'Cognitive Decline'
1.453374,1.438715,1.432711,15,Caregiving
1.364251,1.156355,1.484372,4,Caregiving
0.075433,0.107494,0.032443,35,'Overall Health'
0.997942,1.004426,0.96825,7,'Screenings and Vaccines'
0.075433,0.107494,0.032443,15,'Overall Health'
0.075433,0.107494,0.032443,16,'Overall Health'
-0.930667,-0.8896,-0.956597,27,Caregiving
-1.420843,-1.278423,-1.567916,14,'Overall Health'
-0.324246,-0.3228,-0.315909,27,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,21,'Screenings and Vaccines'
-0.569718,-0.769249,-0.285008,51,'Cognitive Decline'
-1.238141,-1.236764,-1.167545,40,Caregiving
-0.324246,-0.3228,-0.315909,2,'Nutrition/Physical Activity/Obesity'
-0.133016,-0.093436,-0.173076,38,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,38,'Overall Health'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.734596,-0.713703,-0.741344,18,Caregiving
-1.117744,-1.0579,-1.160363,42,'Smoking and Alcohol Use'
-0.485052,-0.468374,-0.495956,9,Caregiving
0.075433,0.107494,0.032443,18,'Overall Health'
-0.436034,-0.352652,-0.521786,51,'Nutrition/Physical Activity/Obesity'
0.771583,0.93417,0.610445,28,'Screenings and Vaccines'
-0.685578,-0.963661,-0.233347,12,'Overall Health'
-0.2044,-0.28392,-0.097691,13,Caregiving
-1.117744,-1.0579,-1.160363,33,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,50,'Overall Health'
-1.327264,-1.190475,-1.4689,7,'Overall Health'
0.303687,0.40648,0.201464,42,'Overall Health'
-0.288981,-0.528549,0.007736,50,'Cognitive Decline'
-1.420843,-1.278423,-1.567916,13,'Overall Health'
-0.747964,-0.672043,-0.818835,8,'Mental Health'
-1.117744,-1.0579,-1.160363,12,'Smoking and Alcohol Use'
1.22611,1.327622,1.118442,21,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,11,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,50,'Cognitive Decline'
0.388354,0.151893,0.610445,21,'Screenings and Vaccines'
-1.126737,-1.019208,-1.232121,9,'Overall Health'
1.9792,2.017322,1.893352,40,'Overall Health'
0.227933,0.249099,0.201464,7,'Overall Health'
0.129897,0.147264,0.106752,20,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,13,'Nutrition/Physical Activity/Obesity'
2.197551,2.077497,2.155961,3,'Overall Health'
0.170003,0.332418,0.007736,12,'Overall Health'
0.997942,1.004426,0.96825,10,'Screenings and Vaccines'
-1.113369,-1.023836,-1.201986,24,'Overall Health'
0.000669,-0.102694,0.106752,32,'Cognitive Decline'
1.818778,2.045095,1.596303,21,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,28,'Cognitive Decline'
1.377619,1.461859,1.282034,18,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,47,'Mental Health'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.721227,-0.96829,-0.306533,7,'Overall Health'
2.29113,2.230249,2.207622,34,'Overall Health'
-1.21586,-1.158073,-1.262257,26,Caregiving
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-0.975228,-0.871084,-1.085749,52,'Mental Health'
-0.264658,-0.447356,-0.051172,2,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,26,Caregiving
1.524672,1.688673,1.359525,32,'Screenings and Vaccines'
-1.411931,-1.320083,-1.516255,9,'Overall Health'
0.196739,0.24447,0.145498,10,'Overall Health'
-1.022543,-0.968484,-1.057809,12,'Mental Health'
1.346426,1.434086,1.247593,11,'Screenings and Vaccines'
0.526495,0.147264,0.868748,1,'Screenings and Vaccines'
0.997942,1.004426,0.96825,5,'Screenings and Vaccines'
-0.066173,-0.209158,0.093837,29,'Screenings and Vaccines'
-0.516245,-0.505405,-0.517481,42,Caregiving
-1.282702,-1.236764,-1.288087,27,'Mental Health'
-0.342455,-0.1999,-0.487346,12,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,1,Caregiving
-1.022543,-0.968484,-1.057809,42,'Mental Health'
